region,population,sex,age,education,income,statusquo,vote,logincome,logpop,sex_M,region_M,region_N,region_S,region_SA,education_PS,education_S
SA,250000,M,27.0,S,15000.0,-0.37315,N,9.615805480084347,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,24.0,PS,15000.0,-0.65961,N,9.615805480084347,12.429216196844383,True,False,False,False,True,True,False
SA,250000,F,30.0,S,35000.0,1.24478,Y,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,47.0,P,35000.0,-0.98792,N,10.46310334047155,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,55.0,P,15000.0,-0.10726,Y,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,54.0,P,7500.0,-1.29617,N,8.922658299524402,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,34.0,P,15000.0,-1.00272,U,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,30.0,S,15000.0,-0.45937,U,9.615805480084347,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,56.0,P,35000.0,-0.40479,Y,10.46310334047155,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,42.0,S,15000.0,-0.35685,U,9.615805480084347,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,43.0,P,7500.0,-1.29617,N,8.922658299524402,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,68.0,P,7500.0,-0.70372,N,8.922658299524402,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,23.0,PS,75000.0,0.11608,U,11.225243392518447,12.429216196844383,False,False,False,False,True,True,False
SA,250000,M,33.0,S,35000.0,-1.14049,N,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,69.0,S,35000.0,0.34293,U,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,22.0,PS,75000.0,-1.26305,A,11.225243392518447,12.429216196844383,False,False,False,False,True,True,False
SA,250000,M,33.0,S,15000.0,-0.10246,Y,9.615805480084347,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,42.0,S,75000.0,1.26053,U,11.225243392518447,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,62.0,S,35000.0,-0.96901,N,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,20.0,S,35000.0,-1.29617,N,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,58.0,PS,35000.0,-1.29617,N,10.46310334047155,12.429216196844383,True,False,False,False,True,True,False
SA,250000,M,22.0,PS,35000.0,-1.1517,N,10.46310334047155,12.429216196844383,True,False,False,False,True,True,False
SA,250000,M,37.0,S,35000.0,-1.03486,N,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,42.0,S,35000.0,-1.29617,N,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,36.0,S,35000.0,0.5922,Y,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,25.0,S,35000.0,-1.08055,A,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,62.0,S,75000.0,1.29875,Y,11.225243392518447,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,34.0,S,35000.0,-0.82904,U,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,55.0,P,7500.0,1.15429,U,8.922658299524402,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,33.0,PS,75000.0,-0.86276,N,11.225243392518447,12.429216196844383,True,False,False,False,True,True,False
SA,250000,M,45.0,S,35000.0,1.19997,Y,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,60.0,S,35000.0,1.5877,Y,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,27.0,S,7500.0,-1.29617,N,8.922658299524402,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,50.0,S,75000.0,1.5877,Y,11.225243392518447,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,22.0,S,35000.0,-0.78022,U,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,35.0,P,15000.0,-0.51037,U,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,28.0,S,7500.0,-1.29617,N,8.922658299524402,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,63.0,P,35000.0,1.18876,Y,10.46310334047155,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,27.0,P,7500.0,-1.29617,A,8.922658299524402,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,50.0,S,35000.0,-1.23032,U,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,42.0,P,75000.0,0.90769,U,11.225243392518447,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,24.0,PS,35000.0,1.41464,Y,10.46310334047155,12.429216196844383,True,False,False,False,True,True,False
SA,250000,F,24.0,PS,35000.0,0.06047,A,10.46310334047155,12.429216196844383,False,False,False,False,True,True,False
SA,250000,M,28.0,S,35000.0,0.03189,U,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,36.0,S,35000.0,1.1092,U,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,64.0,P,2500.0,-0.23703,U,7.824046010856292,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,48.0,P,15000.0,-0.16364,A,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,44.0,PS,15000.0,-0.32082,U,9.615805480084347,12.429216196844383,True,False,False,False,True,True,False
SA,250000,F,30.0,S,35000.0,-0.22533,A,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,43.0,P,7500.0,0.13591,Y,8.922658299524402,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,50.0,P,15000.0,0.5567,U,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,60.0,P,35000.0,-0.88715,N,10.46310334047155,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,22.0,P,7500.0,-0.63484,U,8.922658299524402,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,23.0,P,7500.0,-1.10367,N,8.922658299524402,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,60.0,P,2500.0,0.36597,Y,7.824046010856292,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,19.0,S,15000.0,-1.29617,N,9.615805480084347,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,39.0,S,7500.0,-0.56363,U,8.922658299524402,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,38.0,P,15000.0,-0.40009,N,9.615805480084347,12.429216196844383,True,False,False,False,True,False,False
SA,250000,M,37.0,S,7500.0,-0.66692,N,8.922658299524402,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,35.0,P,15000.0,-1.29617,N,9.615805480084347,12.429216196844383,True,False,False,False,True,False,False
SA,250000,M,59.0,S,35000.0,-1.29617,N,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,35.0,P,35000.0,-1.13471,A,10.46310334047155,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,68.0,P,2500.0,-1.04685,N,7.824046010856292,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,42.0,P,15000.0,-0.62868,U,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,25.0,S,15000.0,0.4566,Y,9.615805480084347,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,28.0,P,7500.0,-1.29617,N,8.922658299524402,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,45.0,P,15000.0,-0.42882,N,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,38.0,P,15000.0,-0.7714,U,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,23.0,PS,35000.0,-0.87985,U,10.46310334047155,12.429216196844383,False,False,False,False,True,True,False
SA,250000,F,46.0,S,35000.0,-1.29617,N,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,68.0,S,15000.0,1.5877,Y,9.615805480084347,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,21.0,PS,75000.0,0.44665,A,11.225243392518447,12.429216196844383,True,False,False,False,True,True,False
SA,250000,M,25.0,PS,35000.0,1.36539,Y,10.46310334047155,12.429216196844383,True,False,False,False,True,True,False
SA,250000,F,36.0,S,35000.0,-1.29617,U,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,22.0,PS,35000.0,0.15722,A,10.46310334047155,12.429216196844383,False,False,False,False,True,True,False
SA,250000,F,61.0,S,35000.0,-1.29617,N,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,19.0,S,7500.0,0.47772,A,8.922658299524402,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,62.0,P,35000.0,-1.21834,N,10.46310334047155,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,40.0,P,15000.0,1.5877,Y,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,21.0,PS,35000.0,-1.72594,N,10.46310334047155,12.429216196844383,False,False,False,False,True,True,False
SA,250000,F,25.0,P,7500.0,1.51869,Y,8.922658299524402,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,35.0,S,35000.0,-0.89647,U,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,40.0,P,7500.0,1.5877,Y,8.922658299524402,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,43.0,S,2500.0,0.80245,N,7.824046010856292,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,64.0,P,7500.0,-0.91383,U,8.922658299524402,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,35.0,S,35000.0,1.1425,Y,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,23.0,PS,35000.0,1.51515,Y,10.46310334047155,12.429216196844383,False,False,False,False,True,True,False
SA,250000,F,39.0,P,75000.0,0.3898,Y,11.225243392518447,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,18.0,PS,75000.0,1.40042,Y,11.225243392518447,12.429216196844383,True,False,False,False,True,True,False
SA,250000,M,54.0,S,35000.0,1.46885,Y,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,42.0,S,125000.0,-1.2105,N,11.736069016284437,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,42.0,S,7500.0,-0.93171,N,8.922658299524402,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,60.0,P,7500.0,1.37276,Y,8.922658299524402,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,31.0,S,15000.0,-1.29617,A,9.615805480084347,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,60.0,P,7500.0,0.09968,Y,8.922658299524402,12.429216196844383,True,False,False,False,True,False,False
SA,250000,M,20.0,P,15000.0,-1.10678,N,9.615805480084347,12.429216196844383,True,False,False,False,True,False,False
SA,250000,M,25.0,P,7500.0,-1.07069,N,8.922658299524402,12.429216196844383,True,False,False,False,True,False,False
SA,250000,M,30.0,P,7500.0,0.99912,Y,8.922658299524402,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,35.0,S,15000.0,-0.24978,N,9.615805480084347,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,65.0,P,35000.0,-0.97492,N,10.46310334047155,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,62.0,PS,15000.0,-1.06935,A,9.615805480084347,12.429216196844383,False,False,False,False,True,True,False
SA,250000,F,50.0,S,75000.0,0.15413,Y,11.225243392518447,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,20.0,S,35000.0,-0.73822,U,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,24.0,P,15000.0,-1.26247,N,9.615805480084347,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,61.0,P,2500.0,-1.18602,A,7.824046010856292,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,44.0,P,35000.0,-0.16244,U,10.46310334047155,12.429216196844383,True,False,False,False,True,False,False
SA,250000,M,59.0,P,7500.0,-0.97169,U,8.922658299524402,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,23.0,P,7500.0,0.87023,Y,8.922658299524402,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,22.0,S,35000.0,1.1763,U,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,45.0,P,35000.0,0.20171,Y,10.46310334047155,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,40.0,S,35000.0,-1.29617,N,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,66.0,P,35000.0,-1.29617,N,10.46310334047155,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,60.0,P,75000.0,1.55399,Y,11.225243392518447,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,29.0,S,15000.0,-0.92834,A,9.615805480084347,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,31.0,S,15000.0,1.16822,Y,9.615805480084347,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,29.0,S,75000.0,-0.78516,U,11.225243392518447,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,24.0,S,15000.0,-0.67418,Y,9.615805480084347,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,59.0,P,35000.0,1.27849,Y,10.46310334047155,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,29.0,S,75000.0,1.40361,Y,11.225243392518447,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,48.0,P,15000.0,-0.05921,U,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,45.0,P,35000.0,-1.03643,A,10.46310334047155,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,23.0,S,35000.0,-1.15795,N,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,70.0,P,7500.0,-1.25795,N,8.922658299524402,12.429216196844383,True,False,False,False,True,False,False
SA,250000,M,34.0,PS,35000.0,-1.21777,N,10.46310334047155,12.429216196844383,True,False,False,False,True,True,False
SA,250000,F,52.0,P,15000.0,-1.22954,U,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,23.0,PS,15000.0,-1.14049,N,9.615805480084347,12.429216196844383,False,False,False,False,True,True,False
SA,250000,M,18.0,S,35000.0,-1.25795,N,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,58.0,P,7500.0,1.37986,U,8.922658299524402,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,67.0,P,15000.0,-1.2629,U,9.615805480084347,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,23.0,P,7500.0,-0.26963,N,8.922658299524402,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,43.0,P,15000.0,0.16466,U,9.615805480084347,12.429216196844383,True,False,False,False,True,False,False
SA,250000,M,18.0,S,7500.0,-0.79979,Y,8.922658299524402,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,43.0,P,75000.0,1.44541,Y,11.225243392518447,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,45.0,P,35000.0,-1.06673,U,10.46310334047155,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,57.0,P,7500.0,0.11796,U,8.922658299524402,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,23.0,S,35000.0,-1.16369,N,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,45.0,P,15000.0,1.42782,U,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,37.0,P,15000.0,0.50129,N,9.615805480084347,12.429216196844383,True,False,False,False,True,False,False
SA,250000,M,24.0,S,35000.0,1.25589,Y,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,40.0,P,35000.0,-0.97614,N,10.46310334047155,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,35.0,P,7500.0,1.54808,Y,8.922658299524402,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,27.0,S,7500.0,0.19955,N,8.922658299524402,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,45.0,P,35000.0,1.51515,Y,10.46310334047155,12.429216196844383,True,False,False,False,True,False,False
SA,250000,M,43.0,P,2500.0,0.51876,A,7.824046010856292,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,32.0,P,7500.0,-0.05572,A,8.922658299524402,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,57.0,P,2500.0,0.19502,U,7.824046010856292,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,28.0,S,15000.0,-0.86034,A,9.615805480084347,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,46.0,P,15000.0,0.96365,Y,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,38.0,S,2500.0,-0.96979,U,7.824046010856292,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,25.0,S,15000.0,1.05131,Y,9.615805480084347,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,18.0,S,15000.0,-0.88433,N,9.615805480084347,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,39.0,P,15000.0,-1.20559,U,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,44.0,S,7500.0,-0.07422,U,8.922658299524402,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,46.0,P,15000.0,-1.1008,N,9.615805480084347,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,20.0,P,7500.0,-1.21974,N,8.922658299524402,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,60.0,P,15000.0,-1.11727,U,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,20.0,S,35000.0,0.39838,U,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,55.0,P,2500.0,-1.19286,N,7.824046010856292,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,70.0,P,7500.0,0.18178,U,8.922658299524402,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,18.0,S,15000.0,0.10006,U,9.615805480084347,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,50.0,P,15000.0,0.14497,U,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,38.0,P,35000.0,-1.21834,N,10.46310334047155,12.429216196844383,True,False,False,False,True,False,False
SA,250000,M,55.0,P,35000.0,-1.21834,N,10.46310334047155,12.429216196844383,True,False,False,False,True,False,False
SA,250000,M,18.0,S,35000.0,1.12067,Y,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,40.0,P,35000.0,0.33514,Y,10.46310334047155,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,21.0,S,35000.0,-1.21834,N,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,49.0,P,15000.0,-1.21834,N,9.615805480084347,12.429216196844383,True,False,False,False,True,False,False
SA,250000,M,37.0,S,15000.0,-1.04094,Y,9.615805480084347,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,37.0,S,35000.0,1.04274,U,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,36.0,S,15000.0,-1.18151,N,9.615805480084347,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,24.0,S,7500.0,-1.29617,N,8.922658299524402,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,25.0,PS,15000.0,-0.91941,N,9.615805480084347,12.429216196844383,True,False,False,False,True,True,False
SA,250000,F,58.0,P,7500.0,1.5368,Y,8.922658299524402,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,54.0,S,35000.0,1.47476,Y,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,53.0,S,35000.0,-1.0444,N,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,19.0,S,35000.0,-1.14719,N,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,59.0,P,35000.0,0.20745,Y,10.46310334047155,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,36.0,P,35000.0,-1.17871,N,10.46310334047155,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,31.0,S,15000.0,0.93119,Y,9.615805480084347,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,18.0,S,7500.0,1.18721,U,8.922658299524402,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,43.0,P,15000.0,-0.92939,U,9.615805480084347,12.429216196844383,True,False,False,False,True,False,False
SA,250000,M,27.0,S,15000.0,1.18527,U,9.615805480084347,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,25.0,S,7500.0,1.1535,U,8.922658299524402,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,45.0,P,15000.0,-1.29617,N,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,18.0,S,35000.0,1.23212,Y,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,38.0,P,15000.0,1.29875,Y,9.615805480084347,12.429216196844383,True,False,False,False,True,False,False
SA,250000,M,66.0,P,15000.0,-0.91715,U,9.615805480084347,12.429216196844383,True,False,False,False,True,False,False
SA,250000,M,55.0,P,15000.0,-1.29617,A,9.615805480084347,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,37.0,P,15000.0,-0.29711,U,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,39.0,P,15000.0,-0.76404,N,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,65.0,P,2500.0,1.54947,Y,7.824046010856292,12.429216196844383,True,False,False,False,True,False,False
SA,250000,M,29.0,S,15000.0,-0.14864,A,9.615805480084347,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,39.0,P,15000.0,-0.45208,N,9.615805480084347,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,27.0,S,15000.0,-1.29617,N,9.615805480084347,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,48.0,S,15000.0,-1.25656,A,9.615805480084347,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,18.0,S,15000.0,-0.42745,N,9.615805480084347,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,27.0,PS,75000.0,-1.17723,N,11.225243392518447,12.429216196844383,True,False,False,False,True,True,False
SA,250000,F,56.0,S,125000.0,-1.27876,A,11.736069016284437,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,21.0,S,7500.0,-0.36225,A,8.922658299524402,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,36.0,PS,75000.0,1.44593,Y,11.225243392518447,12.429216196844383,True,False,False,False,True,True,False
SA,250000,F,28.0,S,15000.0,-0.60491,Y,9.615805480084347,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,33.0,PS,35000.0,-0.67038,N,10.46310334047155,12.429216196844383,False,False,False,False,True,True,False
SA,250000,F,51.0,P,35000.0,1.3309,Y,10.46310334047155,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,51.0,PS,35000.0,-1.02895,N,10.46310334047155,12.429216196844383,True,False,False,False,True,True,False
SA,250000,M,22.0,PS,15000.0,-0.55476,N,9.615805480084347,12.429216196844383,True,False,False,False,True,True,False
SA,250000,F,25.0,P,15000.0,-1.10496,U,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,36.0,P,7500.0,-0.39733,N,8.922658299524402,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,45.0,S,35000.0,-1.29617,N,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,21.0,P,7500.0,-1.29617,N,8.922658299524402,12.429216196844383,True,False,False,False,True,False,False
SA,250000,M,38.0,P,7500.0,-1.14103,N,8.922658299524402,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,28.0,PS,7500.0,-0.90906,N,8.922658299524402,12.429216196844383,False,False,False,False,True,True,False
SA,250000,M,68.0,P,75000.0,-1.10507,U,11.225243392518447,12.429216196844383,True,False,False,False,True,False,False
SA,250000,F,36.0,P,35000.0,-0.98083,U,10.46310334047155,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,40.0,S,15000.0,-1.29617,N,9.615805480084347,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,22.0,PS,15000.0,-1.2307,N,9.615805480084347,12.429216196844383,True,False,False,False,True,True,False
SA,250000,M,28.0,PS,125000.0,-1.29617,N,11.736069016284437,12.429216196844383,True,False,False,False,True,True,False
SA,250000,F,58.0,P,35000.0,0.93995,U,10.46310334047155,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,26.0,S,15000.0,-0.30841,U,9.615805480084347,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,69.0,S,35000.0,0.26058,U,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,28.0,PS,35000.0,-0.8623,U,10.46310334047155,12.429216196844383,False,False,False,False,True,True,False
SA,250000,F,66.0,P,15000.0,0.64595,U,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,M,51.0,S,35000.0,1.53157,Y,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,18.0,S,75000.0,-0.65243,U,11.225243392518447,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,68.0,S,200000.0,1.48145,Y,12.206072645530174,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,63.0,S,35000.0,1.3368,Y,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,24.0,S,35000.0,-0.10004,A,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,43.0,S,15000.0,-0.75506,U,9.615805480084347,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,22.0,PS,35000.0,-0.92939,N,10.46310334047155,12.429216196844383,True,False,False,False,True,True,False
SA,250000,M,19.0,S,125000.0,-1.04221,N,11.736069016284437,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,53.0,P,15000.0,-0.36198,U,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,21.0,S,35000.0,-0.79353,N,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,40.0,PS,75000.0,1.5877,Y,11.225243392518447,12.429216196844383,True,False,False,False,True,True,False
SA,250000,F,70.0,PS,75000.0,0.07535,U,11.225243392518447,12.429216196844383,False,False,False,False,True,True,False
SA,250000,F,42.0,S,75000.0,0.04202,A,11.225243392518447,12.429216196844383,False,False,False,False,True,False,True
SA,250000,F,29.0,S,15000.0,-1.25656,N,9.615805480084347,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,60.0,S,75000.0,-1.10502,N,11.225243392518447,12.429216196844383,True,False,False,False,True,False,True
SA,250000,M,44.0,S,35000.0,0.04743,U,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,62.0,P,15000.0,1.5877,Y,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,24.0,PS,35000.0,-1.29617,N,10.46310334047155,12.429216196844383,False,False,False,False,True,True,False
SA,250000,M,25.0,PS,7500.0,-1.21974,N,8.922658299524402,12.429216196844383,True,False,False,False,True,True,False
SA,250000,F,48.0,P,15000.0,0.1906,A,9.615805480084347,12.429216196844383,False,False,False,False,True,False,False
SA,250000,F,59.0,S,35000.0,-0.74848,A,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
SA,250000,M,68.0,S,35000.0,-1.25795,N,10.46310334047155,12.429216196844383,True,False,False,False,True,False,True
SA,250000,F,26.0,S,35000.0,-1.10757,N,10.46310334047155,12.429216196844383,False,False,False,False,True,False,True
